Avg,lastAvg,time,testAvg
491.0,4.91,1.9550323486328125e-05,
-16.0,-5.23,0.20328068733215332,
150.33333333333334,4.83,0.4567265510559082,
236.5,4.95,0.4544715881347656,
288.2,4.95,0.5541172027587891,
155.33333333333334,-5.09,0.14871716499328613,
59.857142857142854,-5.13,0.23396682739257812,
114.125,4.94,0.7533612251281738,
44.22222222222222,-5.15,1.0051937103271484,
-11.3,-5.11,0.9040367603302002,
34.0,4.87,1.3859012126922607,
72.33333333333333,4.94,1.283616304397583,
104.6923076923077,4.93,1.4130563735961914,
60.857142857142854,-5.09,0.7437169551849365,
89.86666666666666,4.96,1.4278829097747803,
52.3125,-5.11,1.3749680519104004,
76.70588235294117,4.67,3.3462257385253906,
98.44444444444444,4.68,3.832688570022583,
66.15789473684211,-5.15,0.918973445892334,
37.3,-5.11,0.6937038898468018,
58.476190476190474,4.82,3.3393192291259766,
78.13636363636364,4.91,2.806898355484009,
95.8695652173913,4.86,3.311744213104248,
112.375,4.92,3.0780251026153564,
127.12,4.81,4.07755184173584,
140.53846153846155,4.76,4.619830131530762,
153.59259259259258,4.93,3.231177806854248,
165.78571428571428,4.95,3.125357151031494,
142.3448275862069,-5.14,2.1889891624450684,
120.53333333333333,-5.12,3.1741411685943604,
99.58064516129032,-5.29,4.878736257553101,
111.90625,4.94,3.6368322372436523,
122.87878787878788,4.74,5.9951934814453125,
133.85294117647058,4.96,3.7605082988739014,
143.65714285714284,4.77,6.101053476333618,
125.33333333333333,-5.16,4.251835346221924,
108.1891891891892,-5.09,0.9996929168701172,
91.94736842105263,-5.09,1.0185761451721191,
76.43589743589743,-5.13,4.678774118423462,
86.3,4.71,8.432390689849854,
71.70731707317073,-5.12,1.6270956993103027,
81.5952380952381,4.87,6.263715744018555,
90.69767441860465,4.73,8.643035173416138,
99.63636363636364,4.84,7.096324920654297,
86.04444444444445,-5.12,5.360868453979492,
73.08695652173913,-5.1,4.960648775100708,
60.212765957446805,-5.32,8.684297323226929,
69.25,4.94,6.934481859207153,
57.142857142857146,-5.24,7.846167087554932,
45.66,-5.17,2.9291231632232666,
54.03921568627451,4.73,10.381277799606323,
43.25,-5.07,3.0437355041503906,
51.679245283018865,4.9,7.536457777023315,
59.81481481481482,4.91,7.44094181060791,
49.127272727272725,-5.28,9.432595252990723,
39.0,-5.18,3.47428297996521,
46.98245614035088,4.94,7.239744186401367,
54.689655172413794,4.94,7.423290014266968,
44.79661016949152,-5.29,8.483794212341309,
35.56666666666667,-5.09,3.920999050140381,
43.049180327868854,4.92,8.032336711883545,
50.193548387096776,4.86,11.748887538909912,
57.111111111111114,4.86,10.205692052841187,
48.09375,-5.2,9.114007711410522,
54.87692307692308,4.89,9.547364234924316,
46.24242424242424,-5.15,3.327986240386963,
52.6865671641791,4.78,12.335780143737793,
44.39705882352941,-5.11,2.5081098079681396,
36.31884057971015,-5.13,8.29260802268982,
28.62857142857143,-5.02,2.8143017292022705,
35.070422535211264,4.86,11.851496934890747,
41.31944444444444,4.85,12.460748672485352,
47.26027397260274,4.75,15.008192777633667,
53.24324324324324,4.9,11.007918119430542,
45.6,-5.2,10.916706800460815,
51.328947368421055,4.81,13.56947636604309,
57.064935064935064,4.93,10.032289266586304,
62.666666666666664,4.94,9.97392749786377,
55.41772151898734,-5.1,2.5601420402526855,
48.1,-5.3,11.117830514907837,
53.04938271604938,4.49,23.336841344833374,
58.36585365853659,4.89,11.89915919303894,
51.493975903614455,-5.12,3.347693920135498,
56.67857142857143,4.87,12.62937593460083,
50.023529411764706,-5.09,2.442488431930542,
43.26744186046512,-5.31,15.314404726028442,
36.87356321839081,-5.13,9.985273361206055,
41.96590909090909,4.85,13.671741724014282,
46.97752808988764,4.88,12.855135440826416,
40.74444444444445,-5.14,7.310866832733154,
45.747252747252745,4.96,10.51814866065979,
50.608695652173914,4.93,11.556599855422974,
44.645161290322584,-5.04,4.21856951713562,
49.3936170212766,4.91,12.30759859085083,
54.07368421052632,4.94,11.418955326080322,
48.28125,-5.02,3.613020658493042,
52.618556701030926,4.69,19.617430925369263,
46.86734693877551,-5.11,9.933039903640747,
51.35353535353536,4.91,12.703031063079834,
55.75,4.91,12.793031215667725,
475.0,4.75,25.188910245895386,475.0
481.0,4.87,20.74560832977295,481.0
485.6666666666667,4.95,17.128786087036133,485.6666666666667
484.0,4.79,24.944966554641724,484.0
481.0,4.69,29.948668479919434,481.0
483.5,4.96,17.164720058441162,483.5
483.7142857142857,4.85,22.72438383102417,483.7142857142857
485.25,4.96,17.64535140991211,485.25
484.1111111111111,4.75,29.47998046875,484.1111111111111
484.2,4.85,23.679511785507202,484.2
